hora,dia,mes,ano,estacion,dia_de_la_semana,asueto,temperatura,sensacion_termica,humedad,velocidad_del_viento,rentas_de_no_registrados,rentas_de_registrados,rentas_totales
19,4,4,2011,2,1,0,28.7,31.82,24,31.0009,51,227,278
20,4,4,2011,2,1,0,28.7,31.82,24,36.9974,40,133,173
21,4,4,2011,2,1,0,28.7,31.82,30,30.0026,19,76,95
22,4,4,2011,2,1,0,27.88,31.82,36,31.0009,17,58,75
23,4,4,2011,2,1,0,26.24,31.06,47,15.0013,18,30,48
0,5,4,2011,2,2,0,25.42,31.06,50,7.0015,10,12,22
1,5,4,2011,2,2,0,25.42,31.06,57,27.9993,10,5,15
2,5,4,2011,2,2,0,22.14,25.76,73,22.0028,0,5,5
3,5,4,2011,2,2,0,22.14,25.76,73,22.0028,1,3,4
4,5,4,2011,2,2,0,20.5,24.24,88,32.9975,0,2,2
5,5,4,2011,2,2,0,18.86,22.725,94,19.9995,0,5,5
6,5,4,2011,2,2,0,19.68,23.485,88,22.0028,2,36,38
7,5,4,2011,2,2,0,19.68,23.485,88,22.0028,10,124,134
8,5,4,2011,2,2,0,15.58,19.695,87,39.0007,9,148,157
9,5,4,2011,2,2,0,14.76,15.91,87,32.9975,2,44,46
10,5,4,2011,2,2,0,13.94,15.15,81,26.0027,3,25,28
11,5,4,2011,2,2,0,13.12,14.395,81,30.0026,1,18,19
12,5,4,2011,2,2,0,13.94,15.15,71,26.0027,6,32,38
13,5,4,2011,2,2,0,14.76,16.665,63,27.9993,5,51,56
14,5,4,2011,2,2,0,14.76,15.91,57,32.9975,9,67,76
15,5,4,2011,2,2,0,16.4,20.455,46,31.0009,6,62,68
16,5,4,2011,2,2,0,15.58,19.695,46,27.9993,17,113,130
17,5,4,2011,2,2,0,17.22,21.21,38,27.9993,27,246,273
18,5,4,2011,2,2,0,15.58,19.695,40,32.9975,19,248,267
19,5,4,2011,2,2,0,14.76,16.665,43,19.9995,12,148,160
20,5,4,2011,2,2,0,13.94,15.91,46,19.0012,4,87,91
21,5,4,2011,2,2,0,13.94,14.395,46,35.0008,8,81,89
22,5,4,2011,2,2,0,13.12,15.15,49,19.9995,3,43,46
23,5,4,2011,2,2,0,12.3,14.395,49,19.0012,3,23,26
0,6,4,2011,2,3,0,12.3,15.91,49,7.0015,0,15,15
1,6,4,2011,2,3,0,10.66,13.635,60,8.9981,0,2,2
2,6,4,2011,2,3,0,9.84,12.12,70,8.9981,0,5,5
3,6,4,2011,2,3,0,10.66,13.635,60,8.9981,0,4,4
4,6,4,2011,2,3,0,9.84,12.12,65,8.9981,0,1,1
5,6,4,2011,2,3,0,9.84,12.88,70,7.0015,1,12,13
6,6,4,2011,2,3,0,9.84,12.88,70,7.0015,4,52,56
7,6,4,2011,2,3,0,10.66,13.635,65,7.0015,3,130,133
8,6,4,2011,2,3,0,13.12,15.15,61,15.0013,17,308,325
9,6,4,2011,2,3,0,14.76,16.665,46,16.9979,8,157,165
10,6,4,2011,2,3,0,16.4,20.455,37,26.0027,21,48,69
11,6,4,2011,2,3,0,17.22,21.21,38,26.0027,23,70,93
12,6,4,2011,2,3,0,18.04,21.97,41,16.9979,22,112,134
13,6,4,2011,2,3,0,18.86,22.725,38,32.9975,29,83,112
14,6,4,2011,2,3,0,20.5,24.24,34,27.9993,35,80,115
15,6,4,2011,2,3,0,21.32,25,32,22.0028,34,83,117
16,6,4,2011,2,3,0,22.14,25.76,28,27.9993,27,142,169
17,6,4,2011,2,3,0,21.32,25,32,30.0026,53,303,356
18,6,4,2011,2,3,0,21.32,25,29,23.9994,43,282,325
19,6,4,2011,2,3,0,20.5,24.24,31,19.9995,36,196,232
20,6,4,2011,2,3,0,18.86,22.725,51,15.0013,15,126,141
21,6,4,2011,2,3,0,18.86,22.725,41,19.0012,18,84,102
22,6,4,2011,2,3,0,18.86,22.725,41,19.0012,13,71,84
23,6,4,2011,2,3,0,18.86,22.725,41,19.9995,11,29,40
0,7,4,2011,2,4,0,18.86,22.725,41,19.0012,5,15,20
1,7,4,2011,2,4,0,17.22,21.21,47,8.9981,2,11,13
2,7,4,2011,2,4,0,17.22,21.21,54,0,0,7,7
3,7,4,2011,2,4,0,14.76,17.425,66,12.998,0,3,3
4,7,4,2011,2,4,0,13.94,16.665,76,12.998,0,1,1
5,7,4,2011,2,4,0,13.94,15.91,76,15.0013,0,6,6
6,7,4,2011,2,4,0,13.12,15.15,81,16.9979,5,59,64
7,7,4,2011,2,4,0,13.94,16.665,76,11.0014,8,152,160
8,7,4,2011,2,4,0,14.76,17.425,76,12.998,23,291,314
9,7,4,2011,2,4,0,16.4,20.455,66,8.9981,15,155,170
10,7,4,2011,2,4,0,17.22,21.21,67,7.0015,29,66,95
11,7,4,2011,2,4,0,18.86,22.725,55,0,36,86,122
12,7,4,2011,2,4,0,18.86,22.725,55,0,39,114,153
13,7,4,2011,2,4,0,21.32,25,48,6.0032,36,99,135
14,7,4,2011,2,4,0,22.96,26.515,43,6.0032,46,111,157
15,7,4,2011,2,4,0,24.6,31.06,38,7.0015,27,133,160
16,7,4,2011,2,4,0,24.6,31.06,35,0,52,161,213
17,7,4,2011,2,4,0,21.32,25,52,19.0012,63,280,343
18,7,4,2011,2,4,0,19.68,23.485,55,16.9979,68,265,333
19,7,4,2011,2,4,0,18.86,22.725,59,19.9995,34,192,226
20,7,4,2011,2,4,0,18.04,21.97,62,11.0014,37,166,203
21,7,4,2011,2,4,0,18.04,21.97,67,19.0012,19,89,108
22,7,4,2011,2,4,0,16.4,20.455,76,12.998,18,63,81
23,7,4,2011,2,4,0,15.58,19.695,76,16.9979,9,45,54
0,8,4,2011,2,5,0,14.76,17.425,76,15.0013,4,21,25
1,8,4,2011,2,5,0,13.94,16.665,76,8.9981,3,6,9
2,8,4,2011,2,5,0,13.94,16.665,76,11.0014,3,10,13
3,8,4,2011,2,5,0,13.94,16.665,76,11.0014,0,1,1
4,8,4,2011,2,5,0,13.94,16.665,86,8.9981,0,1,1
5,8,4,2011,2,5,0,13.12,15.91,87,12.998,1,8,9
6,8,4,2011,2,5,0,13.94,18.18,87,0,2,33,35
7,8,4,2011,2,5,0,13.94,16.665,87,11.0014,4,109,113
8,8,4,2011,2,5,0,13.94,16.665,87,11.0014,13,208,221
9,8,4,2011,2,5,0,14.76,17.425,76,12.998,17,168,185
10,8,4,2011,2,5,0,14.76,16.665,71,19.0012,10,63,73
11,8,4,2011,2,5,0,16.4,20.455,62,26.0027,19,79,98
12,8,4,2011,2,5,0,15.58,19.695,66,15.0013,29,51,80
13,8,4,2011,2,5,0,14.76,16.665,76,19.0012,7,35,42
14,8,4,2011,2,5,0,13.94,15.91,87,15.0013,2,13,15
15,8,4,2011,2,5,0,13.94,15.91,87,15.0013,1,24,25
16,8,4,2011,2,5,0,13.12,15.15,93,16.9979,2,58,60
17,8,4,2011,2,5,0,13.12,15.15,93,16.9979,10,138,148
18,8,4,2011,2,5,0,13.12,15.15,93,16.9979,8,54,62
19,8,4,2011,2,5,0,12.3,13.635,93,27.9993,1,52,53
20,8,4,2011,2,5,0,12.3,13.635,93,22.0028,12,51,63
21,8,4,2011,2,5,0,12.3,14.395,93,16.9979,11,43,54
22,8,4,2011,2,5,0,12.3,13.635,93,19.9995,9,42,51
23,8,4,2011,2,5,0,12.3,14.395,93,15.0013,4,31,35
0,9,4,2011,2,6,0,12.3,14.395,87,15.0013,5,26,31
1,9,4,2011,2,6,0,12.3,15.15,87,8.9981,3,17,20
2,9,4,2011,2,6,0,13.12,15.15,87,15.0013,2,15,17
3,9,4,2011,2,6,0,12.3,14.395,100,16.9979,3,11,14
4,9,4,2011,2,6,0,12.3,13.635,100,16.9979,0,3,3
5,9,4,2011,2,6,0,12.3,14.395,93,15.0013,0,5,5
6,9,4,2011,2,6,0,12.3,14.395,93,12.998,0,13,13
7,9,4,2011,2,6,0,12.3,15.15,93,11.0014,8,13,21
8,9,4,2011,2,6,0,13.12,15.15,93,11.0014,7,47,54
9,9,4,2011,2,6,0,13.94,17.425,87,7.0015,27,71,98
10,9,4,2011,2,6,0,13.94,16.665,87,8.9981,43,90,133
11,9,4,2011,2,6,0,14.76,18.18,81,0,51,91,142
12,9,4,2011,2,6,0,14.76,17.425,81,8.9981,79,123,202
13,9,4,2011,2,6,0,14.76,18.94,81,0,114,108,222
14,9,4,2011,2,6,0,14.76,17.425,81,8.9981,94,118,212
15,9,4,2011,2,6,0,14.76,18.94,87,0,85,116,201
16,9,4,2011,2,6,0,15.58,19.695,82,0,73,118,191
17,9,4,2011,2,6,0,15.58,19.695,82,6.0032,128,129,257
18,9,4,2011,2,6,0,15.58,19.695,82,7.0015,48,129,177
19,9,4,2011,2,6,0,15.58,19.695,82,8.9981,47,83,130
20,9,4,2011,2,6,0,15.58,19.695,87,11.0014,19,74,93
21,9,4,2011,2,6,0,14.76,17.425,93,8.9981,10,65,75
22,9,4,2011,2,6,0,14.76,17.425,93,8.9981,21,66,87
23,9,4,2011,2,6,0,15.58,19.695,87,6.0032,12,45,57
0,10,4,2011,2,7,0,15.58,19.695,87,6.0032,5,48,53
1,10,4,2011,2,7,0,15.58,19.695,87,8.9981,6,31,37
2,10,4,2011,2,7,0,15.58,19.695,87,6.0032,12,24,36
3,10,4,2011,2,7,0,15.58,19.695,87,8.9981,5,11,16
4,10,4,2011,2,7,0,14.76,18.18,93,7.0015,3,2,5
5,10,4,2011,2,7,0,14.76,18.18,93,6.0032,0,4,4
6,10,4,2011,2,7,0,14.76,18.18,93,6.0032,0,4,4
7,10,4,2011,2,7,0,14.76,18.18,100,6.0032,3,7,10
8,10,4,2011,2,7,0,15.58,19.695,94,6.0032,17,38,55
9,10,4,2011,2,7,0,15.58,19.695,94,8.9981,31,50,81
10,10,4,2011,2,7,0,16.4,20.455,87,0,69,81,150
11,10,4,2011,2,7,0,16.4,20.455,87,8.9981,93,109,202
12,10,4,2011,2,7,0,17.22,21.21,88,8.9981,94,136,230
13,10,4,2011,2,7,0,18.86,22.725,82,7.0015,121,142,263
14,10,4,2011,2,7,0,20.5,24.24,72,12.998,148,133,281
15,10,4,2011,2,7,0,20.5,24.24,77,15.0013,156,141,297
16,10,4,2011,2,7,0,21.32,25,72,11.0014,135,153,288
17,10,4,2011,2,7,0,21.32,25,72,12.998,84,152,236
18,10,4,2011,2,7,0,20.5,24.24,77,12.998,103,137,240
19,10,4,2011,2,7,0,20.5,24.24,77,12.998,47,84,131
20,10,4,2011,2,7,0,18.86,22.725,82,8.9981,21,71,92
21,10,4,2011,2,7,0,18.04,21.97,88,12.998,18,77,95
22,10,4,2011,2,7,0,18.04,21.97,94,16.9979,12,45,57
23,10,4,2011,2,7,0,18.86,22.725,88,23.9994,5,27,32
0,11,4,2011,2,1,0,19.68,23.485,88,22.0028,7,16,23
1,11,4,2011,2,1,0,18.86,22.725,94,19.0012,1,3,4
2,11,4,2011,2,1,0,18.86,22.725,94,19.0012,7,2,9
4,11,4,2011,2,1,0,18.86,22.725,94,12.998,0,1,1
5,11,4,2011,2,1,0,18.86,22.725,94,12.998,1,12,13
6,11,4,2011,2,1,0,18.86,22.725,100,15.0013,2,59,61
7,11,4,2011,2,1,0,20.5,24.24,88,15.0013,12,164,176
8,11,4,2011,2,1,0,21.32,25,88,19.0012,28,286,314
9,11,4,2011,2,1,0,22.96,26.515,83,19.0012,33,132,165
10,11,4,2011,2,1,0,22.96,26.515,83,19.9995,41,55,96
11,11,4,2011,2,1,0,24.6,29.545,73,19.9995,45,59,104
12,11,4,2011,2,1,0,24.6,29.545,73,22.0028,37,97,134
13,11,4,2011,2,1,0,26.24,30.305,69,27.9993,62,77,139
14,11,4,2011,2,1,0,29.52,33.335,54,23.9994,60,85,145
15,11,4,2011,2,1,0,30.34,33.335,48,35.0008,56,85,141
16,11,4,2011,2,1,0,30.34,33.335,48,35.0008,73,162,235
17,11,4,2011,2,1,0,30.34,33.335,48,35.0008,100,352,452
18,11,4,2011,2,1,0,29.52,33.335,51,26.0027,93,290,383
19,11,4,2011,2,1,0,29.52,33.335,51,30.0026,73,211,284
20,11,4,2011,2,1,0,27.88,31.82,57,35.0008,44,122,166
21,11,4,2011,2,1,0,27.06,31.06,61,16.9979,39,119,158
22,11,4,2011,2,1,0,26.24,31.06,50,19.0012,25,66,91
23,11,4,2011,2,1,0,23.78,27.275,60,0,16,38,54
0,12,4,2011,2,2,0,25.42,31.06,50,7.0015,11,13,24
1,12,4,2011,2,2,0,25.42,31.06,50,6.0032,6,7,13
2,12,4,2011,2,2,0,24.6,31.06,53,8.9981,7,7,14
3,12,4,2011,2,2,0,23.78,27.275,56,8.9981,0,1,1
4,12,4,2011,2,2,0,22.96,26.515,64,8.9981,4,2,6
5,12,4,2011,2,2,0,22.14,25.76,68,8.9981,1,15,16
6,12,4,2011,2,2,0,22.14,25.76,68,19.0012,3,55,58
7,12,4,2011,2,2,0,22.14,25.76,68,15.0013,12,177,189
8,12,4,2011,2,2,0,19.68,23.485,88,26.0027,15,211,226
9,12,4,2011,2,2,0,18.86,22.725,94,32.9975,4,50,54
10,12,4,2011,2,2,0,20.5,24.24,82,27.9993,6,34,40
11,12,4,2011,2,2,0,21.32,25,77,23.9994,11,38,49
12,12,4,2011,2,2,0,22.96,26.515,64,31.0009,9,83,92
13,12,4,2011,2,2,0,22.14,25.76,68,19.0012,22,84,106
14,12,4,2011,2,2,0,20.5,24.24,82,19.0012,16,28,44
15,12,4,2011,2,2,0,19.68,23.485,77,35.0008,24,54,78
16,12,4,2011,2,2,0,19.68,23.485,77,26.0027,19,80,99
17,12,4,2011,2,2,0,18.04,21.97,77,15.0013,29,262,291
18,12,4,2011,2,2,0,18.04,21.97,77,15.0013,21,203,224
19,12,4,2011,2,2,0,17.22,21.21,82,19.0012,3,127,130
20,12,4,2011,2,2,0,17.22,21.21,82,19.0012,9,94,103
21,12,4,2011,2,2,0,17.22,21.21,82,12.998,10,74,84
22,12,4,2011,2,2,0,16.4,20.455,94,19.9995,7,47,54
23,12,4,2011,2,2,0,16.4,20.455,94,16.9979,8,31,39
0,13,4,2011,2,3,0,16.4,20.455,100,19.9995,3,12,15
1,13,4,2011,2,3,0,16.4,20.455,100,19.9995,0,1,1
2,13,4,2011,2,3,0,16.4,20.455,100,19.9995,0,2,2
3,13,4,2011,2,3,0,16.4,20.455,94,22.0028,0,2,2
4,13,4,2011,2,3,0,16.4,20.455,94,22.0028,1,2,3
5,13,4,2011,2,3,0,15.58,19.695,94,16.9979,1,4,5
6,13,4,2011,2,3,0,15.58,19.695,94,15.0013,1,33,34
7,13,4,2011,2,3,0,14.76,17.425,100,15.0013,3,67,70
8,13,4,2011,2,3,0,15.58,19.695,94,12.998,6,158,164
9,13,4,2011,2,3,0,15.58,19.695,94,15.0013,2,63,65
10,13,4,2011,2,3,0,16.4,20.455,87,12.998,4,42,46
11,13,4,2011,2,3,0,17.22,21.21,82,12.998,4,57,61
12,13,4,2011,2,3,0,17.22,21.21,82,16.9979,12,83,95
13,13,4,2011,2,3,0,18.04,21.97,77,12.998,6,55,61
14,13,4,2011,2,3,0,17.22,21.21,77,16.9979,24,82,106
15,13,4,2011,2,3,0,18.04,21.97,72,19.0012,12,69,81
16,13,4,2011,2,3,0,18.86,22.725,67,19.0012,23,119,142
17,13,4,2011,2,3,0,18.86,22.725,67,19.9995,25,284,309
18,13,4,2011,2,3,0,18.04,21.97,62,26.0027,28,293,321
19,13,4,2011,2,3,0,18.04,21.97,62,16.9979,15,160,175
20,13,4,2011,2,3,0,18.04,21.97,62,16.9979,7,119,126
21,13,4,2011,2,3,0,17.22,21.21,67,11.0014,17,100,117
22,13,4,2011,2,3,0,17.22,21.21,67,12.998,10,89,99
23,13,4,2011,2,3,0,16.4,20.455,71,8.9981,5,57,62
0,14,4,2011,2,4,0,15.58,19.695,76,8.9981,3,18,21
1,14,4,2011,2,4,0,15.58,19.695,76,15.0013,1,9,10
2,14,4,2011,2,4,0,14.76,17.425,76,8.9981,0,3,3
3,14,4,2011,2,4,0,13.94,16.665,81,8.9981,0,2,2
4,14,4,2011,2,4,0,13.94,18.18,76,0,1,8,9
5,14,4,2011,2,4,0,13.94,17.425,76,6.0032,2,12,14
6,14,4,2011,2,4,0,13.94,17.425,76,7.0015,4,66,70
7,14,4,2011,2,4,0,15.58,19.695,66,0,11,182,193
8,14,4,2011,2,4,0,17.22,21.21,58,11.0014,21,316,337
9,14,4,2011,2,4,0,18.86,22.725,51,8.9981,18,152,170
10,14,4,2011,2,4,0,20.5,24.24,51,12.998,21,68,89
11,14,4,2011,2,4,0,21.32,25,45,11.0014,28,87,115
12,14,4,2011,2,4,0,22.14,25.76,42,8.9981,35,110,145
13,14,4,2011,2,4,0,22.96,26.515,37,15.0013,38,121,159
14,14,4,2011,2,4,0,22.96,26.515,35,6.0032,36,101,137
15,14,4,2011,2,4,0,24.6,31.06,31,6.0032,57,85,142
16,14,4,2011,2,4,0,24.6,30.305,26,7.0015,49,153,202
17,14,4,2011,2,4,0,24.6,30.305,28,0,50,338,388
18,14,4,2011,2,4,0,22.96,26.515,30,0,47,290,337
19,14,4,2011,2,4,0,22.14,25.76,32,0,37,222,259
20,14,4,2011,2,4,0,20.5,24.24,51,12.998,22,147,169
21,14,4,2011,2,4,0,18.86,22.725,63,8.9981,19,126,145
22,14,4,2011,2,4,0,19.68,23.485,55,7.0015,22,82,104
23,14,4,2011,2,4,0,18.86,22.725,59,7.0015,7,40,47
0,15,4,2011,2,5,1,18.04,21.97,67,0,6,21,27
1,15,4,2011,2,5,1,18.04,21.97,62,0,6,9,15
2,15,4,2011,2,5,1,16.4,20.455,76,0,8,10,18
3,15,4,2011,2,5,1,16.4,20.455,76,0,0,3,3
4,15,4,2011,2,5,1,15.58,19.695,82,6.0032,0,3,3
5,15,4,2011,2,5,1,14.76,18.18,81,7.0015,2,11,13
6,15,4,2011,2,5,1,14.76,18.18,81,6.0032,5,42,47
7,15,4,2011,2,5,1,16.4,20.455,71,11.0014,10,139,149
8,15,4,2011,2,5,1,18.04,21.97,62,19.9995,21,279,300
9,15,4,2011,2,5,1,20.5,24.24,55,12.998,16,162,178
10,15,4,2011,2,5,1,20.5,24.24,55,12.998,31,91,122
11,15,4,2011,2,5,1,21.32,25,55,12.998,41,95,136
12,15,4,2011,2,5,1,21.32,25,55,19.0012,45,155,200
13,15,4,2011,2,5,1,22.14,25.76,52,16.9979,47,133,180
14,15,4,2011,2,5,1,22.14,25.76,52,16.9979,57,106,163
15,15,4,2011,2,5,1,22.14,25.76,52,30.0026,50,112,162
16,15,4,2011,2,5,1,21.32,25,55,32.9975,70,173,243
17,15,4,2011,2,5,1,20.5,24.24,63,26.0027,64,267,331
18,15,4,2011,2,5,1,18.86,22.725,67,26.0027,47,216,263
19,15,4,2011,2,5,1,17.22,21.21,77,26.0027,41,168,209
20,15,4,2011,2,5,1,16.4,20.455,76,22.0028,26,92,118
21,15,4,2011,2,5,1,16.4,20.455,76,19.9995,25,77,102
22,15,4,2011,2,5,1,15.58,19.695,82,26.0027,16,64,80
23,15,4,2011,2,5,1,14.76,17.425,81,12.998,8,56,64
0,16,4,2011,2,6,0,14.76,17.425,81,15.0013,7,36,43
1,16,4,2011,2,6,0,14.76,16.665,87,19.0012,5,28,33
2,16,4,2011,2,6,0,14.76,17.425,87,8.9981,5,19,24
3,16,4,2011,2,6,0,14.76,17.425,87,11.0014,5,9,14
4,16,4,2011,2,6,0,14.76,17.425,87,15.0013,1,4,5
5,16,4,2011,2,6,0,15.58,19.695,87,19.0012,1,3,4
6,16,4,2011,2,6,0,16.4,20.455,82,22.0028,1,9,10
7,16,4,2011,2,6,0,16.4,20.455,82,27.9993,3,18,21
8,16,4,2011,2,6,0,16.4,20.455,87,23.9994,7,38,45
9,16,4,2011,2,6,0,16.4,20.455,100,19.9995,2,27,29
10,16,4,2011,2,6,0,17.22,21.21,94,26.0027,1,21,22
11,16,4,2011,2,6,0,17.22,21.21,94,30.0026,4,27,31
12,16,4,2011,2,6,0,18.86,22.725,88,39.0007,6,26,32
13,16,4,2011,2,6,0,18.86,22.725,94,35.0008,9,49,58
14,16,4,2011,2,6,0,21.32,25,83,39.0007,14,49,63
15,16,4,2011,2,6,0,21.32,25,83,39.0007,16,62,78
16,16,4,2011,2,6,0,20.5,24.24,88,31.0009,6,27,33
17,16,4,2011,2,6,0,20.5,24.24,88,39.0007,1,14,15
18,16,4,2011,2,6,0,20.5,24.24,94,26.0027,6,32,38
19,16,4,2011,2,6,0,21.32,25,94,27.9993,9,62,71
20,16,4,2011,2,6,0,18.04,21.97,94,15.0013,4,49,53
21,16,4,2011,2,6,0,18.04,21.97,94,0,1,13,14
22,16,4,2011,2,6,0,17.22,21.21,100,0,2,22,24
23,16,4,2011,2,6,0,18.04,21.97,77,19.0012,5,30,35
0,17,4,2011,2,7,0,18.04,21.97,77,19.0012,4,29,33
1,17,4,2011,2,7,0,17.22,21.21,67,15.0013,6,25,31
2,17,4,2011,2,7,0,16.4,20.455,62,12.998,4,25,29
3,17,4,2011,2,7,0,16.4,20.455,66,8.9981,12,13,25
4,17,4,2011,2,7,0,14.76,18.18,76,7.0015,2,5,7
5,17,4,2011,2,7,0,14.76,17.425,71,11.0014,2,1,3
6,17,4,2011,2,7,0,14.76,15.91,66,30.0026,3,5,8
7,17,4,2011,2,7,0,14.76,16.665,50,23.9994,2,14,16
8,17,4,2011,2,7,0,15.58,19.695,46,26.0027,7,36,43
9,17,4,2011,2,7,0,16.4,20.455,43,19.0012,31,71,102
10,17,4,2011,2,7,0,17.22,21.21,44,30.0026,91,120,211
11,17,4,2011,2,7,0,18.86,22.725,41,27.9993,119,185,304
12,17,4,2011,2,7,0,18.86,22.725,38,26.0027,167,187,354
13,17,4,2011,2,7,0,20.5,24.24,34,26.0027,181,162,343
14,17,4,2011,2,7,0,21.32,25,34,26.0027,170,191,361
15,17,4,2011,2,7,0,22.14,25.76,32,35.0008,179,209,388
16,17,4,2011,2,7,0,22.14,25.76,30,23.9994,161,182,343
17,17,4,2011,2,7,0,22.96,26.515,30,30.0026,143,163,306
18,17,4,2011,2,7,0,22.96,26.515,30,26.0027,102,175,277
19,17,4,2011,2,7,0,22.96,26.515,30,19.9995,75,135,210
20,17,4,2011,2,7,0,21.32,25,36,12.998,44,97,141
21,17,4,2011,2,7,0,20.5,24.24,42,12.998,13,70,83
22,17,4,2011,2,7,0,20.5,24.24,39,7.0015,21,49,70
23,17,4,2011,2,7,0,18.04,21.97,67,11.0014,19,37,56
0,18,4,2011,2,1,0,18.86,22.725,47,6.0032,15,24,39
1,18,4,2011,2,1,0,18.86,22.725,47,8.9981,11,8,19
2,18,4,2011,2,1,0,17.22,21.21,67,7.0015,14,2,16
3,18,4,2011,2,1,0,17.22,21.21,62,7.0015,6,1,7
4,18,4,2011,2,1,0,16.4,20.455,87,11.0014,2,4,6
5,18,4,2011,2,1,0,16.4,20.455,76,6.0032,0,16,16
6,18,4,2011,2,1,0,16.4,20.455,82,0,3,51,54
7,18,4,2011,2,1,0,18.86,22.725,63,0,12,156,168
8,18,4,2011,2,1,0,18.86,22.725,63,0,20,277,297
9,18,4,2011,2,1,0,20.5,24.24,55,7.0015,37,132,169
10,18,4,2011,2,1,0,21.32,25,55,7.0015,41,68,109
11,18,4,2011,2,1,0,22.14,25.76,52,6.0032,36,87,123
12,18,4,2011,2,1,0,22.96,26.515,49,6.0032,60,124,184
13,18,4,2011,2,1,0,22.96,26.515,49,11.0014,41,128,169
14,18,4,2011,2,1,0,23.78,27.275,49,12.998,49,95,144
15,18,4,2011,2,1,0,24.6,31.06,43,12.998,64,112,176
16,18,4,2011,2,1,0,24.6,31.06,46,19.0012,40,165,205
17,18,4,2011,2,1,0,23.78,27.275,49,19.0012,66,362,428
18,18,4,2011,2,1,0,26.24,31.06,31,23.9994,41,321,362
19,18,4,2011,2,1,0,22.96,26.515,46,16.9979,42,244,286
20,18,4,2011,2,1,0,24.6,31.06,33,19.9995,29,136,165
21,18,4,2011,2,1,0,22.96,26.515,37,19.0012,20,131,151
22,18,4,2011,2,1,0,21.32,25,55,19.0012,9,81,90
23,18,4,2011,2,1,0,20.5,24.24,59,16.9979,11,35,46
0,19,4,2011,2,2,0,20.5,24.24,55,15.0013,2,23,25
1,19,4,2011,2,2,0,18.86,22.725,63,15.0013,5,2,7
2,19,4,2011,2,2,0,18.86,22.725,67,19.0012,8,5,13
3,19,4,2011,2,2,0,19.68,23.485,63,15.0013,0,3,3
4,19,4,2011,2,2,0,18.86,22.725,67,6.0032,1,4,5
5,19,4,2011,2,2,0,18.86,22.725,72,12.998,1,17,18
6,19,4,2011,2,2,0,19.68,23.485,67,0,2,63,65
7,19,4,2011,2,2,0,21.32,25,55,0,22,166,188
8,19,4,2011,2,2,0,20.5,24.24,68,8.9981,20,331,351
9,19,4,2011,2,2,0,21.32,25,63,6.0032,23,139,162
10,19,4,2011,2,2,0,20.5,24.24,72,15.0013,15,60,75
11,19,4,2011,2,2,0,22.14,25.76,68,11.0014,19,53,72
12,19,4,2011,2,2,0,22.14,25.76,64,6.0032,19,84,103
13,19,4,2011,2,2,0,22.14,25.76,68,15.0013,26,103,129
14,19,4,2011,2,2,0,22.14,25.76,64,12.998,19,88,107
15,19,4,2011,2,2,0,22.14,25.76,65,11.0014,44,83,127
16,19,4,2011,2,2,0,22.96,26.515,52,19.9995,30,162,192
17,19,4,2011,2,2,0,22.96,26.515,60,7.0015,39,372,411
18,19,4,2011,2,2,0,22.14,25.76,64,8.9981,44,377,421
19,19,4,2011,2,2,0,20.5,24.24,72,12.998,28,248,276
20,19,4,2011,2,2,0,20.5,24.24,72,15.0013,20,148,168
21,19,4,2011,2,2,0,20.5,24.24,72,8.9981,8,114,122
22,19,4,2011,2,2,0,19.68,23.485,77,6.0032,3,109,112
23,19,4,2011,2,2,0,18.86,22.725,88,6.0032,11,41,52
0,1,5,2011,2,7,0,17.22,21.21,67,6.0032,19,77,96
1,1,5,2011,2,7,0,17.22,21.21,69,7.0015,9,50,59
2,1,5,2011,2,7,0,17.22,21.21,77,7.0015,7,43,50
3,1,5,2011,2,7,0,16.4,20.455,82,7.0015,8,15,23
4,1,5,2011,2,7,0,16.4,20.455,76,7.0015,6,11,17
5,1,5,2011,2,7,0,16.4,20.455,82,6.0032,0,10,10
6,1,5,2011,2,7,0,16.4,20.455,82,6.0032,4,9,13
7,1,5,2011,2,7,0,17.22,21.21,77,6.0032,7,26,33
8,1,5,2011,2,7,0,18.04,21.97,77,8.9981,16,43,59
9,1,5,2011,2,7,0,18.86,22.725,72,8.9981,45,96,141
10,1,5,2011,2,7,0,19.68,23.485,63,12.998,109,155,264
11,1,5,2011,2,7,0,18.86,22.725,82,7.0015,109,141,250
12,1,5,2011,2,7,0,19.68,23.485,77,7.0015,109,172,281
13,1,5,2011,2,7,0,20.5,24.24,63,11.0014,123,209,332
14,1,5,2011,2,7,0,20.5,24.24,68,7.0015,85,153,238
15,1,5,2011,2,7,0,20.5,24.24,72,0,113,153,266
16,1,5,2011,2,7,0,20.5,24.24,72,12.998,75,139,214
17,1,5,2011,2,7,0,19.68,23.485,82,16.9979,60,136,196
18,1,5,2011,2,7,0,18.86,22.725,82,6.0032,33,126,159
19,1,5,2011,2,7,0,18.86,22.725,84,7.0015,47,131,178
20,1,5,2011,2,7,0,18.86,22.725,82,0,35,86,121
21,1,5,2011,2,7,0,18.86,22.725,82,0,23,82,105
22,1,5,2011,2,7,0,18.86,22.725,82,0,32,68,100
23,1,5,2011,2,7,0,18.86,22.725,77,12.998,64,82,146
0,2,5,2011,2,1,0,18.86,22.725,72,8.9981,68,109,177
1,2,5,2011,2,1,0,18.86,22.725,72,8.9981,41,73,114
2,2,5,2011,2,1,0,18.04,21.97,77,15.0013,16,19,35
